whole_cohort_id	is_plasmid	is_virus	has_amr	n_samples	n_participants	length	n_genes	n_amr_genes	n_good_mag	n_binned	mag_status
mh_p860_000000037326	TRUE	FALSE	FALSE	1	1	6656	5	0	1	1	good MAG
mh_p860_000000037495	TRUE	FALSE	FALSE	5	3	8198	13	0	1	1	good MAG
mh_p860_000000037605	TRUE	FALSE	FALSE	2	1	6951	10	0	0	0	unbinned
mh_p860_000000037744	FALSE	FALSE	TRUE	2	1	3198	19	1	2	2	good MAG
mh_p860_000000037780	FALSE	TRUE	FALSE	2	1	7767	10	0	2	2	good MAG
mh_p860_000000037826	TRUE	FALSE	FALSE	2	1	5685	7	0	0	0	unbinned
mh_p860_000000037867	FALSE	FALSE	TRUE	2	1	8143	57	1	2	2	good MAG
mh_p860_000000037920	TRUE	FALSE	FALSE	2	1	9234	23	0	2	2	good MAG
mh_p860_000000038302	FALSE	TRUE	TRUE	2	1	8731	29	1	2	2	good MAG
mh_p860_000000038346	TRUE	FALSE	FALSE	3	2	11335	10	0	1	1	good MAG
mh_p860_000000038542	FALSE	TRUE	FALSE	3	1	5723	8	0	0	0	unbinned
mh_p860_000000038713	FALSE	FALSE	TRUE	2	1	8766	41	1	2	2	good MAG
mh_p860_000000038734	FALSE	FALSE	TRUE	4	2	2464	14	1	2	2	good MAG
mh_p860_000000038853	TRUE	TRUE	FALSE	4	2	9914	10	0	0	0	unbinned
mh_p860_000000038879	FALSE	TRUE	FALSE	2	1	100983	103	0	0	0	unbinned
mh_p860_000000038970	FALSE	FALSE	TRUE	2	1	233153	203	1	2	2	good MAG
mh_p860_000000038994	FALSE	TRUE	FALSE	26	4	9939	27	0	2	2	good MAG
mh_p860_000000039396	FALSE	TRUE	FALSE	1	1	8278	6	0	1	1	good MAG
mh_p860_000000039465	TRUE	FALSE	FALSE	2	1	9238	10	0	2	2	good MAG
mh_p860_000000039515	FALSE	TRUE	FALSE	3	1	23375	30	0	1	1	good MAG
mh_p860_000000039800	FALSE	TRUE	TRUE	6	4	9055	62	1	1	1	good MAG
mh_p860_000000039811	TRUE	FALSE	FALSE	2	1	7979	8	0	1	1	good MAG
mh_p860_000000040338	FALSE	TRUE	FALSE	2	1	9046	14	0	1	1	good MAG
mh_p860_000000040619	FALSE	TRUE	FALSE	1	1	5274	6	0	0	0	unbinned
mh_p860_000000040735	FALSE	TRUE	FALSE	3	1	5342	3	0	2	2	good MAG
mh_p860_000000040968	TRUE	TRUE	FALSE	5	1	9515	10	0	0	0	unbinned
mh_p860_000000041035	FALSE	TRUE	FALSE	1	1	9155	11	0	0	0	unbinned
mh_p860_000000041059	FALSE	FALSE	TRUE	4	2	7026	6	1	3	3	good MAG
mh_p860_000000041331	FALSE	TRUE	FALSE	2	1	7693	7	0	0	0	unbinned
mh_p860_000000041409	FALSE	TRUE	FALSE	1	1	14668	24	0	0	0	unbinned
mh_p860_000000041442	TRUE	FALSE	FALSE	2	1	5169	7	0	1	1	good MAG
mh_p860_000000041589	TRUE	FALSE	TRUE	3	2	4036	16	1	1	1	good MAG
mh_p860_000000041599	FALSE	FALSE	TRUE	2	1	76402	59	1	2	2	good MAG
mh_p860_000000041784	TRUE	FALSE	TRUE	3	1	263787	206	1	2	2	good MAG
mh_p860_000000041923	TRUE	FALSE	FALSE	2	1	6713	9	0	2	2	good MAG
mh_p860_000000041948	TRUE	FALSE	FALSE	1	1	8541	9	0	0	0	unbinned
mh_p860_000000042033	FALSE	TRUE	FALSE	4	2	47579	70	0	0	0	unbinned
mh_p860_000000042134	FALSE	FALSE	TRUE	2	1	216093	210	1	2	2	good MAG
mh_p860_000000042141	FALSE	TRUE	FALSE	2	1	5240	10	0	0	0	unbinned
mh_p860_000000042206	FALSE	TRUE	FALSE	1	1	6776	5	0	0	0	unbinned
mh_p860_000000042533	FALSE	TRUE	FALSE	1	1	5171	9	0	0	0	unbinned
mh_p860_000000042553	FALSE	TRUE	FALSE	2	1	72210	105	0	0	0	unbinned
mh_p860_000000042565	TRUE	FALSE	FALSE	4	2	6080	8	0	0	0	unbinned
mh_p860_000000042872	FALSE	TRUE	FALSE	1	1	5024	10	0	0	0	unbinned
mh_p860_000000042930	FALSE	FALSE	TRUE	1	1	76303	71	1	1	1	good MAG
mh_p860_000000043061	FALSE	FALSE	TRUE	3	3	3314	4	1	1	1	good MAG
mh_p860_000000043134	FALSE	FALSE	TRUE	1	1	2097	2	1	0	0	unbinned
mh_p860_000000043151	FALSE	FALSE	TRUE	1	1	1620	2	1	0	0	unbinned
mh_p860_000000043252	FALSE	FALSE	TRUE	3	2	9539	16	1	3	3	good MAG
mh_p860_000000043269	TRUE	FALSE	FALSE	2	1	26795	21	0	2	2	good MAG
mh_p860_000000043333	FALSE	TRUE	FALSE	2	1	9537	15	0	0	0	unbinned
mh_p860_000000043493	TRUE	FALSE	FALSE	2	1	2517	13	0	0	0	unbinned
mh_p860_000000043667	FALSE	TRUE	FALSE	2	1	6514	15	0	0	0	unbinned
mh_p860_000000043671	FALSE	TRUE	FALSE	2	1	5931	6	0	0	0	unbinned
mh_p860_000000043695	FALSE	TRUE	FALSE	2	1	7339	19	0	0	0	unbinned
mh_p860_000000043902	FALSE	FALSE	TRUE	2	1	35839	30	1	1	1	good MAG
mh_p860_000000044043	TRUE	FALSE	TRUE	2	1	9933	12	3	0	0	unbinned
mh_p860_000000044108	FALSE	FALSE	TRUE	2	1	22865	25	1	0	0	unbinned
mh_p860_000000044287	FALSE	TRUE	FALSE	2	1	5990	22	0	2	2	good MAG
mh_p860_000000044458	FALSE	TRUE	FALSE	1	1	5036	3	0	0	0	unbinned
mh_p860_000000044539	FALSE	TRUE	FALSE	2	1	5080	8	0	0	0	unbinned
mh_p860_000000044591	FALSE	TRUE	FALSE	3	1	8101	9	0	1	1	good MAG
mh_p860_000000044654	FALSE	FALSE	TRUE	1	1	100638	87	1	1	1	good MAG
mh_p860_000000045312	TRUE	FALSE	FALSE	1	1	17478	22	0	0	0	unbinned
mh_p860_000000045371	FALSE	TRUE	FALSE	1	1	7210	9	0	1	1	good MAG
mh_p860_000000045375	TRUE	FALSE	FALSE	1	1	6006	5	0	0	0	unbinned
mh_p860_000000045700	FALSE	TRUE	FALSE	1	1	5692	11	0	0	0	unbinned
mh_p860_000000045880	TRUE	FALSE	FALSE	1	1	9441	12	0	0	0	unbinned
mh_p860_000000046087	TRUE	FALSE	FALSE	3	1	25906	28	0	0	0	unbinned
mh_p860_000000046253	FALSE	FALSE	TRUE	2	1	5746	16	1	2	2	good MAG
mh_p860_000000046367	TRUE	FALSE	FALSE	8	2	9777	9	0	0	0	unbinned
mh_p860_000000046659	FALSE	FALSE	TRUE	5	3	62379	69	5	5	5	good MAG
mh_p860_000000046788	TRUE	FALSE	FALSE	5	3	7489	29	0	1	1	good MAG
mh_p860_000000046812	FALSE	TRUE	FALSE	3	1	7397	21	0	2	2	good MAG
mh_p860_000000046956	FALSE	FALSE	TRUE	4	1	152603	133	1	4	4	good MAG
mh_p860_000000047178	TRUE	FALSE	FALSE	12	5	7724	32	0	1	1	good MAG
mh_p860_000000047362	TRUE	FALSE	FALSE	2	1	7708	22	0	0	0	unbinned
mh_p860_000000047800	TRUE	FALSE	FALSE	2	1	9994	8	0	0	0	unbinned
mh_p860_000000047915	TRUE	FALSE	FALSE	3	2	8607	10	0	1	1	good MAG
mh_p860_000000047939	TRUE	FALSE	FALSE	4	1	5512	6	0	0	0	unbinned
mh_p860_000000048312	TRUE	FALSE	FALSE	3	2	92864	81	0	3	3	good MAG
mh_p860_000000048647	FALSE	TRUE	FALSE	1	1	7053	17	0	1	1	good MAG
mh_p860_000000048715	FALSE	FALSE	TRUE	2	1	29613	32	1	1	1	good MAG
mh_p860_000000048778	FALSE	TRUE	FALSE	3	2	8816	13	0	0	0	unbinned
mh_p860_000000048974	FALSE	FALSE	TRUE	2	1	307945	285	1	2	2	good MAG
mh_p860_000000048986	TRUE	FALSE	FALSE	1	1	7002	7	0	0	0	unbinned
mh_p860_000000049181	FALSE	TRUE	FALSE	3	1	8072	21	0	3	3	good MAG
mh_p860_000000049209	FALSE	TRUE	FALSE	2	1	5639	10	0	0	0	unbinned
mh_p860_000000049227	FALSE	TRUE	FALSE	1	1	5476	8	0	1	1	good MAG
mh_p860_000000049304	TRUE	FALSE	FALSE	2	1	17641	17	0	2	2	good MAG
mh_p860_000000049328	FALSE	TRUE	FALSE	2	1	2291	13	0	0	0	unbinned
mh_p860_000000049500	TRUE	FALSE	FALSE	2	2	7141	11	0	0	0	unbinned
mh_p860_000000049515	FALSE	TRUE	FALSE	2	1	11323	10	0	1	1	good MAG
mh_p860_000000049698	FALSE	TRUE	FALSE	1	1	9510	7	0	1	1	good MAG
mh_p860_000000049823	FALSE	TRUE	FALSE	2	1	6869	6	0	0	0	unbinned
mh_p860_000000049891	TRUE	FALSE	FALSE	4	1	19774	24	0	0	0	unbinned
mh_p860_000000050040	TRUE	FALSE	FALSE	4	1	8496	9	0	0	0	unbinned
mh_p860_000000050212	TRUE	FALSE	FALSE	6	2	17993	22	0	2	2	good MAG
mh_p860_000000050238	TRUE	FALSE	FALSE	1	1	5383	7	0	1	1	good MAG
mh_p860_000000050600	FALSE	FALSE	TRUE	18	4	56901	104	2	13	13	good MAG
mh_p860_000000050670	FALSE	TRUE	TRUE	3	1	42450	41	1	3	3	good MAG
mh_p860_000000050780	FALSE	TRUE	FALSE	3	1	14412	26	0	3	3	good MAG
mh_p860_000000050934	TRUE	FALSE	FALSE	5	2	7748	36	0	2	2	good MAG
mh_p860_000000050943	TRUE	FALSE	FALSE	2	1	84178	102	0	0	0	unbinned
mh_p860_000000051185	TRUE	FALSE	FALSE	3	1	8790	13	0	1	1	good MAG
mh_p860_000000051270	FALSE	TRUE	FALSE	1	1	6024	7	0	1	1	good MAG
mh_p860_000000051310	TRUE	FALSE	FALSE	2	1	14723	13	0	2	2	good MAG
mh_p860_000000051397	FALSE	TRUE	FALSE	1	1	5212	8	0	0	0	unbinned
mh_p860_000000051431	FALSE	TRUE	FALSE	2	1	7696	8	0	2	2	good MAG
mh_p860_000000051620	TRUE	FALSE	FALSE	1	1	8387	6	0	1	1	good MAG
mh_p860_000000052193	FALSE	FALSE	TRUE	2	1	3384	3	1	1	1	good MAG
mh_p860_000000052799	TRUE	FALSE	FALSE	3	1	2774	18	0	3	3	good MAG
mh_p860_000000052966	FALSE	TRUE	FALSE	1	1	7277	6	0	0	0	unbinned
mh_p860_000000053214	FALSE	FALSE	TRUE	3	2	2094	4	1	0	0	unbinned
mh_p860_000000053697	TRUE	FALSE	FALSE	2	1	7409	9	0	1	1	good MAG
mh_p860_000000053727	FALSE	TRUE	FALSE	1	1	8300	16	0	0	0	unbinned
mh_p860_000000054211	TRUE	FALSE	FALSE	2	1	5501	4	0	0	0	unbinned
mh_p860_000000054230	FALSE	FALSE	TRUE	7	1	3690	24	1	7	7	good MAG
mh_p860_000000054790	TRUE	FALSE	FALSE	11	3	9586	8	0	10	10	good MAG
mh_p860_000000055035	FALSE	TRUE	FALSE	1	1	5154	7	0	0	0	unbinned
mh_p860_000000055345	FALSE	TRUE	FALSE	4	2	6469	43	0	0	0	unbinned
mh_p860_000000055411	TRUE	FALSE	FALSE	5	1	8035	24	0	5	5	good MAG
mh_p860_000000055448	FALSE	TRUE	FALSE	17	3	7365	45	0	0	0	unbinned
mh_p860_000000055581	TRUE	FALSE	FALSE	1	1	8213	9	0	1	1	good MAG
mh_p860_000000055620	TRUE	FALSE	FALSE	2	1	9698	14	0	0	0	unbinned
mh_p860_000000055621	TRUE	FALSE	FALSE	3	2	19490	15	0	0	0	unbinned
mh_p860_000000056020	FALSE	TRUE	FALSE	2	1	5907	17	0	0	0	unbinned
mh_p860_000000056132	TRUE	FALSE	FALSE	3	1	17390	12	0	2	2	good MAG
mh_p860_000000056274	TRUE	FALSE	FALSE	9	2	9911	20	0	1	1	good MAG
mh_p860_000000056515	FALSE	FALSE	TRUE	7	1	4382	6	1	0	0	unbinned
mh_p860_000000056653	TRUE	FALSE	FALSE	3	1	16201	13	0	2	2	good MAG
mh_p860_000000056822	TRUE	FALSE	FALSE	2	1	4378	14	0	0	0	unbinned
mh_p860_000000056837	TRUE	FALSE	FALSE	3	2	7977	3	0	0	0	unbinned
mh_p860_000000056846	TRUE	FALSE	FALSE	1	1	6287	12	0	0	0	unbinned
mh_p860_000000056915	TRUE	FALSE	FALSE	3	1	4184	24	0	3	3	good MAG
mh_p860_000000057009	TRUE	FALSE	FALSE	1	1	12947	14	0	1	1	good MAG
mh_p860_000000057059	TRUE	FALSE	FALSE	2	1	5833	14	0	0	0	unbinned
mh_p860_000000057074	FALSE	TRUE	FALSE	6	2	5461	5	0	5	5	good MAG
mh_p860_000000057239	TRUE	FALSE	FALSE	2	1	5081	7	0	0	0	unbinned
mh_p860_000000057303	TRUE	FALSE	FALSE	1	1	25969	23	0	0	0	unbinned
mh_p860_000000057365	FALSE	TRUE	FALSE	1	1	9651	14	0	0	0	unbinned
mh_p860_000000057465	TRUE	FALSE	FALSE	3	1	6476	43	0	3	3	good MAG
mh_p860_000000057594	TRUE	FALSE	FALSE	2	1	19765	15	0	1	1	good MAG
mh_p860_000000057883	TRUE	FALSE	FALSE	4	2	7366	16	0	1	1	good MAG
mh_p860_000000057908	TRUE	FALSE	FALSE	6	3	7784	17	0	0	0	unbinned
mh_p860_000000058195	FALSE	TRUE	FALSE	1	1	5790	6	0	1	1	good MAG
mh_p860_000000058393	FALSE	TRUE	FALSE	2	1	2142	17	0	0	0	unbinned
mh_p860_000000058416	FALSE	TRUE	FALSE	2	1	7156	9	0	0	0	unbinned
mh_p860_000000058602	TRUE	FALSE	FALSE	2	1	22345	17	0	2	2	good MAG
mh_p860_000000058691	TRUE	FALSE	FALSE	6	1	22414	20	0	0	0	unbinned
mh_p860_000000058762	FALSE	TRUE	FALSE	3	2	7196	15	0	2	2	good MAG
mh_p860_000000058779	TRUE	FALSE	FALSE	2	1	45826	46	0	0	0	unbinned
mh_p860_000000059181	TRUE	FALSE	FALSE	2	1	7225	8	0	2	2	good MAG
mh_p860_000000059327	TRUE	FALSE	FALSE	3	1	8965	16	0	1	1	good MAG
mh_p860_000000059443	FALSE	TRUE	FALSE	1	1	7222	8	0	1	1	good MAG
mh_p860_000000059624	TRUE	FALSE	FALSE	25	8	9503	19	0	7	8	good MAG
mh_p860_000000059814	TRUE	FALSE	FALSE	1	1	6548	9	0	0	0	unbinned
mh_p860_000000059824	TRUE	FALSE	FALSE	3	1	6604	8	0	0	0	unbinned
mh_p860_000000059906	TRUE	FALSE	FALSE	2	1	5592	4	0	0	0	unbinned
mh_p860_000000059913	TRUE	FALSE	FALSE	2	1	6259	8	0	0	0	unbinned
mh_p860_000000059928	TRUE	FALSE	FALSE	2	1	6265	8	0	0	1	binned (low quality)
mh_p860_000000060160	TRUE	FALSE	FALSE	4	1	9804	9	0	1	1	good MAG
mh_p860_000000060434	TRUE	FALSE	FALSE	2	1	7094	28	0	2	2	good MAG
mh_p860_000000060461	FALSE	TRUE	FALSE	4	2	17308	25	0	3	3	good MAG
mh_p860_000000060906	FALSE	TRUE	FALSE	1	1	6021	8	0	0	0	unbinned
mh_p860_000000060991	TRUE	TRUE	FALSE	5	2	54722	52	0	1	1	good MAG
mh_p860_000000061153	FALSE	FALSE	TRUE	2	2	231001	212	1	2	2	good MAG
mh_p860_000000061288	FALSE	TRUE	FALSE	4	1	16714	5	0	1	1	good MAG
mh_p860_000000061296	FALSE	TRUE	FALSE	2	1	7534	2	0	1	1	good MAG
mh_p860_000000061578	TRUE	FALSE	FALSE	1	1	6658	10	0	1	1	good MAG
mh_p860_000000061639	FALSE	TRUE	FALSE	13	3	6542	10	0	0	0	unbinned
mh_p860_000000061670	TRUE	FALSE	FALSE	3	1	19944	15	0	0	0	unbinned
mh_p860_000000061744	FALSE	TRUE	FALSE	2	1	24779	28	0	0	0	unbinned
mh_p860_000000061800	FALSE	TRUE	FALSE	1	1	14817	15	0	0	0	unbinned
mh_p860_000000061886	FALSE	TRUE	FALSE	2	1	2902	12	0	2	2	good MAG
mh_p860_000000061920	TRUE	FALSE	FALSE	2	1	5456	13	0	1	1	good MAG
mh_p860_000000062231	TRUE	FALSE	FALSE	2	1	6152	9	0	1	1	good MAG
mh_p860_000000062267	TRUE	FALSE	FALSE	3	1	13648	9	0	3	3	good MAG
mh_p860_000000062412	TRUE	FALSE	FALSE	3	1	24888	34	0	0	0	unbinned
mh_p860_000000062443	TRUE	FALSE	FALSE	6	2	12945	113	0	2	2	good MAG
mh_p860_000000062550	TRUE	FALSE	FALSE	6	1	8863	5	0	3	3	good MAG
mh_p860_000000062578	FALSE	TRUE	FALSE	2	1	1911	14	0	0	0	unbinned
mh_p860_000000062731	TRUE	FALSE	FALSE	1	1	13128	9	0	1	1	good MAG
mh_p860_000000062918	TRUE	FALSE	FALSE	1	1	6907	7	0	0	0	unbinned
mh_p860_000000062962	TRUE	FALSE	FALSE	1	1	5024	6	0	1	1	good MAG
mh_p860_000000063049	FALSE	TRUE	FALSE	2	1	29196	48	0	0	0	unbinned
mh_p860_000000063088	FALSE	TRUE	FALSE	1	1	11348	8	0	0	0	unbinned
mh_p860_000000063264	TRUE	FALSE	FALSE	2	1	4793	24	0	0	0	unbinned
mh_p860_000000063571	TRUE	FALSE	FALSE	5	2	7164	8	0	0	0	unbinned
mh_p860_000000063586	FALSE	FALSE	TRUE	4	1	40620	30	1	4	4	good MAG
mh_p860_000000063630	FALSE	TRUE	FALSE	2	1	5276	9	0	1	1	good MAG
mh_p860_000000063893	FALSE	TRUE	FALSE	1	1	8667	5	0	1	1	good MAG
mh_p860_000000064574	FALSE	TRUE	FALSE	3	2	3296	16	0	0	0	unbinned
mh_p860_000000064655	FALSE	TRUE	FALSE	2	1	8729	16	0	0	0	unbinned
mh_p860_000000064807	FALSE	TRUE	FALSE	2	1	8588	10	0	0	0	unbinned
mh_p860_000000064858	TRUE	FALSE	FALSE	2	1	4918	13	0	1	1	good MAG
mh_p860_000000064924	TRUE	FALSE	FALSE	1	1	7880	8	0	0	0	unbinned
mh_p860_000000064945	FALSE	FALSE	TRUE	3	2	6845	64	1	2	2	good MAG
mh_p860_000000065069	TRUE	FALSE	FALSE	1	1	5778	4	0	0	0	unbinned
mh_p860_000000065074	FALSE	TRUE	FALSE	2	1	8001	10	0	0	0	unbinned
mh_p860_000000065360	FALSE	TRUE	FALSE	1	1	6083	5	0	0	0	unbinned
mh_p860_000000065448	TRUE	FALSE	FALSE	2	1	32418	26	0	0	0	unbinned
mh_p860_000000065514	TRUE	FALSE	FALSE	3	1	6748	5	0	2	2	good MAG
mh_p860_000000065773	TRUE	FALSE	FALSE	2	1	9447	9	0	0	0	unbinned
mh_p860_000000065811	FALSE	TRUE	FALSE	2	1	7255	19	0	0	0	unbinned
mh_p860_000000065910	FALSE	TRUE	FALSE	3	1	15518	14	0	2	2	good MAG
mh_p860_000000066070	TRUE	FALSE	FALSE	1	1	7033	9	0	1	1	good MAG
mh_p860_000000066233	TRUE	FALSE	FALSE	7	2	51168	42	0	4	4	good MAG
mh_p860_000000066485	TRUE	FALSE	FALSE	6	3	9735	10	0	0	2	binned (low quality)
mh_p860_000000066489	TRUE	FALSE	FALSE	1	1	6539	6	0	0	0	unbinned
mh_p860_000000066562	FALSE	TRUE	FALSE	2	1	3780	52	0	0	0	unbinned
mh_p860_000000066753	FALSE	TRUE	FALSE	2	1	9343	12	0	0	0	unbinned
mh_p860_000000066832	FALSE	TRUE	FALSE	3	2	9057	19	0	1	1	good MAG
mh_p860_000000066873	TRUE	TRUE	FALSE	3	1	9107	9	0	0	0	unbinned
mh_p860_000000067267	FALSE	TRUE	FALSE	8	3	7555	24	0	0	0	unbinned
mh_p860_000000067272	FALSE	FALSE	TRUE	4	1	7724	20	1	4	4	good MAG
mh_p860_000000067518	FALSE	FALSE	TRUE	1	1	1002	1	1	0	0	unbinned
mh_p860_000000067760	FALSE	TRUE	FALSE	2	1	5323	2	0	1	1	good MAG
mh_p860_000000067786	TRUE	FALSE	FALSE	2	1	5699	7	0	0	0	unbinned
mh_p860_000000067866	FALSE	TRUE	FALSE	5	2	8558	13	0	0	0	unbinned
mh_p860_000000067997	FALSE	FALSE	TRUE	2	2	1662	1	1	0	0	unbinned
mh_p860_000000068006	FALSE	TRUE	FALSE	1	1	5765	13	0	1	1	good MAG
mh_p860_000000068440	TRUE	FALSE	FALSE	1	1	18611	16	0	1	1	good MAG
mh_p860_000000068642	TRUE	FALSE	FALSE	1	1	6745	6	0	0	0	unbinned
mh_p860_000000068707	FALSE	TRUE	FALSE	3	1	7723	25	0	0	1	binned (low quality)
mh_p860_000000068873	FALSE	TRUE	FALSE	16	1	5810	9	0	0	0	unbinned
mh_p860_000000068990	FALSE	TRUE	FALSE	4	2	9775	34	0	2	2	good MAG
mh_p860_000000069122	FALSE	TRUE	FALSE	1	1	6001	5	0	1	1	good MAG
mh_p860_000000069421	TRUE	FALSE	FALSE	1	1	5484	6	0	1	1	good MAG
mh_p860_000000069463	FALSE	FALSE	TRUE	3	1	5335	14	2	2	2	good MAG
mh_p860_000000069680	TRUE	FALSE	FALSE	4	1	5690	55	0	4	4	good MAG
mh_p860_000000069899	TRUE	FALSE	FALSE	13	3	9733	17	0	0	0	unbinned
mh_p860_000000069925	FALSE	TRUE	FALSE	2	1	40099	64	0	0	0	unbinned
mh_p860_000000070133	FALSE	TRUE	FALSE	2	1	9865	10	0	1	1	good MAG
mh_p860_000000070134	TRUE	FALSE	FALSE	1	1	11566	11	0	1	1	good MAG
mh_p860_000000070406	TRUE	FALSE	FALSE	4	2	48729	68	0	2	2	good MAG
mh_p860_000000070409	TRUE	FALSE	FALSE	2	1	17070	17	0	2	2	good MAG
mh_p860_000000070459	TRUE	FALSE	FALSE	3	2	6230	18	0	0	0	unbinned
mh_p860_000000070595	TRUE	FALSE	FALSE	1	1	5133	5	0	0	0	unbinned
mh_p860_000000070607	FALSE	TRUE	FALSE	2	1	22362	20	0	1	1	good MAG
mh_p860_000000070848	FALSE	TRUE	FALSE	2	1	5910	10	0	0	0	unbinned
mh_p860_000000070866	FALSE	TRUE	FALSE	1	1	15876	24	0	1	1	good MAG
mh_p860_000000071158	FALSE	TRUE	FALSE	2	1	5802	8	0	0	0	unbinned
mh_p860_000000071266	TRUE	FALSE	FALSE	5	2	6238	39	0	0	0	unbinned
mh_p860_000000071321	TRUE	FALSE	FALSE	4	1	30038	28	0	0	0	unbinned
mh_p860_000000071369	TRUE	TRUE	FALSE	6	2	50296	44	0	1	1	good MAG
mh_p860_000000071429	FALSE	FALSE	TRUE	3	3	1616	1	1	0	0	unbinned
mh_p860_000000071664	FALSE	TRUE	FALSE	2	1	6733	9	0	0	0	unbinned
mh_p860_000000071754	FALSE	FALSE	TRUE	2	1	9096	5	1	1	1	good MAG
mh_p860_000000071885	FALSE	TRUE	FALSE	2	1	6893	7	0	1	1	good MAG
mh_p860_000000071944	TRUE	FALSE	FALSE	3	2	5163	5	0	0	0	unbinned
mh_p860_000000072587	FALSE	FALSE	TRUE	4	2	293305	283	1	4	4	good MAG
mh_p860_000000072924	FALSE	FALSE	TRUE	1	1	29930	28	1	1	1	good MAG
mh_p860_000000073244	TRUE	FALSE	FALSE	2	1	3020	15	0	2	2	good MAG
mh_p860_000000073397	FALSE	TRUE	FALSE	2	1	3549	16	0	0	0	unbinned
mh_p860_000000073561	TRUE	FALSE	FALSE	2	2	16881	14	0	2	2	good MAG
mh_p860_000000073681	FALSE	TRUE	FALSE	5	2	7917	16	0	5	5	good MAG
mh_p860_000000073939	TRUE	FALSE	FALSE	2	1	51448	48	0	0	0	unbinned
mh_p860_000000074030	TRUE	FALSE	FALSE	2	1	5828	11	0	1	1	good MAG
mh_p860_000000074418	TRUE	FALSE	FALSE	2	1	8036	12	0	0	0	unbinned
mh_p860_000000074535	TRUE	FALSE	FALSE	2	1	8181	5	0	0	0	unbinned
mh_p860_000000074778	TRUE	FALSE	FALSE	2	1	5311	6	0	0	0	unbinned
mh_p860_000000074819	TRUE	FALSE	FALSE	1	1	8589	9	0	0	0	unbinned
mh_p860_000000074998	TRUE	FALSE	FALSE	1	1	5444	9	0	0	0	unbinned
mh_p860_000000075213	TRUE	FALSE	FALSE	3	2	8480	11	0	0	0	unbinned
mh_p860_000000075434	TRUE	FALSE	FALSE	2	1	19487	15	0	2	2	good MAG
mh_p860_000000075457	FALSE	TRUE	FALSE	4	1	6196	9	0	0	0	unbinned
mh_p860_000000075822	TRUE	FALSE	FALSE	2	1	8610	8	0	0	0	unbinned
mh_p860_000000076041	FALSE	FALSE	TRUE	2	2	31657	93	1	2	2	good MAG
mh_p860_000000076546	FALSE	FALSE	TRUE	1	1	587862	614	1	1	1	good MAG
mh_p860_000000076761	TRUE	FALSE	FALSE	2	1	9325	16	0	1	1	good MAG
mh_p860_000000076801	FALSE	TRUE	FALSE	11	2	9837	11	0	0	0	unbinned
mh_p860_000000076835	TRUE	FALSE	FALSE	2	1	5269	4	0	0	1	binned (low quality)
mh_p860_000000077289	FALSE	TRUE	FALSE	1	1	1499	10	0	1	1	good MAG
mh_p860_000000077800	FALSE	TRUE	FALSE	2	1	13066	16	0	1	1	good MAG
mh_p860_000000078006	FALSE	TRUE	FALSE	7	3	9818	17	0	4	4	good MAG
mh_p860_000000078158	FALSE	FALSE	TRUE	4	2	1119	1	1	0	0	unbinned
mh_p860_000000078513	FALSE	FALSE	TRUE	2	1	6176	7	1	1	1	good MAG
mh_p860_000000078585	TRUE	FALSE	FALSE	2	1	7054	8	0	0	0	unbinned
mh_p860_000000078879	TRUE	FALSE	FALSE	2	1	6397	4	0	0	0	unbinned
mh_p860_000000079435	FALSE	FALSE	TRUE	7	4	5795	37	1	5	5	good MAG
mh_p860_000000079789	TRUE	FALSE	FALSE	3	1	5131	9	0	1	1	good MAG
mh_p860_000000079885	TRUE	FALSE	FALSE	2	1	9637	23	0	1	1	good MAG
mh_p860_000000080059	TRUE	FALSE	FALSE	2	1	5490	8	0	0	0	unbinned
mh_p860_000000080238	TRUE	FALSE	FALSE	2	1	22614	18	0	1	1	good MAG
mh_p860_000000080543	TRUE	FALSE	FALSE	1	1	14694	15	0	1	1	good MAG
mh_p860_000000080734	TRUE	FALSE	FALSE	1	1	8478	16	0	0	0	unbinned
mh_p860_000000081031	FALSE	FALSE	TRUE	4	1	8617	51	1	4	4	good MAG
mh_p860_000000081158	FALSE	TRUE	FALSE	2	1	8539	13	0	1	1	good MAG
mh_p860_000000081465	TRUE	FALSE	FALSE	2	1	6982	12	0	1	2	good MAG
mh_p860_000000081593	FALSE	TRUE	FALSE	2	1	18514	23	0	0	0	unbinned
mh_p860_000000081653	FALSE	FALSE	TRUE	9	3	96717	88	1	9	9	good MAG
mh_p860_000000081686	FALSE	TRUE	FALSE	2	1	9093	7	0	1	1	good MAG
mh_p860_000000081760	FALSE	TRUE	FALSE	1	1	7863	16	0	0	0	unbinned
mh_p860_000000082178	FALSE	TRUE	FALSE	1	1	5401	6	0	1	1	good MAG
mh_p860_000000082360	TRUE	FALSE	FALSE	1	1	7009	11	0	0	0	unbinned
mh_p860_000000082558	TRUE	FALSE	TRUE	31	4	8414	22	1	4	4	good MAG
mh_p860_000000082861	FALSE	FALSE	TRUE	3	1	607932	520	1	3	3	good MAG
mh_p860_000000082884	TRUE	FALSE	FALSE	2	1	4856	12	0	1	1	good MAG
mh_p860_000000082892	FALSE	TRUE	FALSE	3	1	8329	48	0	0	0	unbinned
mh_p860_000000083179	FALSE	TRUE	FALSE	2	1	8355	9	0	2	2	good MAG
mh_p860_000000083199	FALSE	TRUE	FALSE	2	1	5225	7	0	0	0	unbinned
